"","MedianHomeValue2000","MedianHomeValue2010","MHV.Change.00.to.10","MHV.Growth.00.to.12"
"73",199596.388943815,254700,55103.611056185,27.6075190276595
"74",141869.355,237700,95830.645,67.5485167321723
"75",122154.54,232400,110245.46,90.2508085250045
"76",168026.92051542,27500,-140526.92051542,-83.6335749559391
"77",168087.81893468,274700,106612.18106532,63.4264765531583
"78",165965.24,283600,117634.76,70.879155177313
"79",153724.015,244800,91075.985,59.2464261358253
"80",162099.59,227000,64900.41,40.0373683856943
"81",148698.67,254500,105801.33,71.1514971855498
"82",135684.315,263400,127715.685,94.1270809378372
"83",146636.99,228500,81863.01,55.8269847192035
"84",165707.53,334200,168492.47,101.680635756263
"85",145735.005,318600,172864.995,118.615973561053
"86",171127.970143721,225209.682896467,54081.7127527462,31.6030820136101
"87",163001.575,208600,45598.425,27.9742235619502
"88",125633.625,298000,172366.375,137.197645136802
"89",147925.54,232200,84274.46,56.9708652069142
"90",188338.253888755,313300,124961.746111245,66.349636110068
"91",262264.825169025,519200,256935.174830975,97.9678363903298
"92",323039.485,658000,334960.515,103.690270246685
"93",290501.393692935,581100,290598.606307065,100.033463734165
"94",207585.405,590100,382514.595,184.268539977558
"95",350099.035,387800,37700.965,10.7686572172357
"96",181298.985,346800,165501.015,91.2862336212197
"97",126277.9,323200,196922.1,155.943439034067
"98",144317.6,298100,153782.4,106.558313053986
"99",196761.585,218200,21438.415,10.8956303640266
"100",177175.625,373100,195924.375,110.582014314892
"101",NA,295600,295600,NA
"102",521605.04,757600,235994.96,45.2439953417628
"103",405377.83,602400,197022.17,48.6021078163056
"104",275234.269305035,225209.682896467,-50024.5864085682,-18.175275388083
"105",275234.274716945,421600,146365.725283055,53.1785968275861
"106",176402.495,356500,180097.505,102.094647244077
"107",357572.625,376400,18827.375,5.2653289663883
"108",313375.36,370300,56924.64,18.1650018686855
"109",453827.31,618000,164172.69,36.1751455636286
"110",404218.135,791700,387481.865,95.8595944736621
"111",38269.935,225209.682896467,186939.747896467,NA
"112",171127.970143721,225209.682896467,54081.7127527462,31.6030820136101
"113",274709.00156166,342300,67590.99843834,24.604580867063
"114",177175.62706168,225209.682896467,48034.0558347869,27.1109839606013
"115",210549.07,324600,114050.93,54.1683371007053
"116",185808.89531053,357800,171991.10468947,92.5634396577369
"117",478180.905,750300,272119.095,56.90714375138
"118",535996.25293944,785600,249603.74706056,46.5681888057456
"119",733829.225,978000,244170.775,33.2735146927407
"120",607035.905,899400,292364.095,48.1625703837074
"121",383859.045,551200,167340.955,43.5943758991012
"122",497895.72,827300,329404.28,66.1592913471921
"123",302809.25,492500,189690.75,62.6436444725516
"124",309123.145,561200,252076.855,81.5457719932294
"125",421613.56,585500,163886.44,38.8712450330108
"126",388368.978633285,787300,398931.021366715,102.719589698075
"127",449575.112137715,676500,226924.887862285,50.4754115020435
"128",449575.07773343,752500,302924.92226657,67.3802746793241
"129",407310.652036335,727800,320489.347963665,78.6842539868255
"130",241603.120490075,276600,34996.879509925,14.4852762824157
"131",388497.82345374,677600,289102.17654626,74.4153915654265
"132",361567.131159695,491000,129432.868840305,35.7977420196245
"133",361567.13051542,428600,67032.8694845799,18.5395363204126
"134",388497.815593585,657400,268902.184406415,69.2158806596016
"135",515141.696007335,786800,271658.303992665,52.7346759344436
"136",488618.15536122,775300,286681.84463878,58.6719591757382
"137",488618.145439385,773000,284381.854560615,58.2012471732681
"138",843484.83,1000001,156516.17,18.5558962571976
"139",819775.51,1000001,180225.49,21.984737016601
"140",695172.725,972800,277627.275,39.9364452913483
"141",616828.9056168,839900,223071.0943832,36.1641765410036
"142",1170132.255,1000001,-170131.255,-14.5394893844713
"143",306546.045,432900,126353.955,41.2185892008491
"144",458852.655,678500,219647.345,47.8688185862191
"145",438107,630000,191893,43.8004870956182
"146",817584.975,1000001,182416.025,22.3115676752744
"147",1119492.24,1000001,-119491.24,-10.673699712291
"148",994896.882588765,1000001,5104.11741123488,0.513029792389513
"149",736148.615,982800,246651.385,33.5056508936039
"150",714173.451232145,1000001,285827.548767855,40.0221470393115
"151",503694.195,804600,300905.805,59.7397802053287
"152",1035916.52517516,1000001,-35915.5251751601,-3.46702888720568
"153",304484.365,429800,125315.635,41.1566731841879
"154",546345.2,781800,235454.8,43.0963427517987
"155",492870.375,710500,217629.625,44.1555500267185
"156",696847.84,945800,248952.16,35.7254691354141
"157",404353.36213746,676400,272046.63786254,67.2794301559579
"158",372133.24,604900,232766.76,62.5493062646056
"159",358474.6228855,552400,193925.3771145,54.097379489103
"160",251653.815,380700,129046.185,51.2792484389716
"161",427807.692395365,611000,183192.307604635,42.8211813067015
"162",316854.445,362500,45645.555,14.4058433518267
"163",236320.07,372200,135879.93,57.4982607274956
"164",435014.474974655,618700,183685.525025345,42.2251524012039
"165",438880.13,597300,158419.87,36.0963869565022
"166",428442.875,614400,185957.125,43.4030149293532
"167",279615.35,413600,133984.65,47.91748736255
"168",271755.195,421800,150044.805,55.213224166699
"169",252813.51,391200,138386.49,54.7385659888192
"170",277553.67,425200,147646.33,53.1955963688032
"171",249334.425,369500,120165.575,48.1945383193676
"172",249978.7,354100,104121.3,41.652068756258
"173",279744.205,419800,140055.795,50.0656644522806
"174",330255.365,463000,132744.635,40.1945430924339
"175",301778.41,447200,145421.59,48.1882020652173
"176",203848.61,299300,95451.39,46.8246459958692
"177",232583.275,319800,87216.725,37.4991387493361
"178",205523.725,324700,119176.275,57.9866266047873
"179",73962.77,112800,38837.23,52.5091610279063
"180",215574.415,288300,72725.585,33.7357218387906
"181",312602.230386565,364700,52097.769613435,16.6658342613265
"182",312602.22046473,469500,156897.77953527,50.1908717417355
"183",278455.65164977,276500,-1955.65164977004,-0.702320688477091
"184",278455.66092733,391600,113144.33907267,40.6328026142007
"185",454729.305952675,698500,243770.694047325,53.6078697493702
"186",453155.74943833,628300,175144.25056167,38.6499014475166
"187",288892.91,439600,150707.09,52.1671127200733
"188",282192.45,440900,158707.55,56.2408916326429
"189",305644.484577225,495000,189355.515422775,61.9528651677442
"190",288119.78,471100,182980.22,63.5083852972538
"191",255004.045,407500,152495.955,59.8013866799642
"192",253715.495,404500,150784.505,59.4305464078968
"193",270337.79,443100,172762.21,63.9060524982467
"194",263121.91,412400,149278.09,56.7334320429644
"195",245597.63,354600,109002.37,44.3825007594739
"196",48167.032571726,197700,149532.967428274,NA
"197",286960.085,438100,151139.915,52.6693163615421
"198",293660.545,489500,195839.455,66.6890593014461
"199",154497.145,284500,130002.855,84.1457976456458
"200",230263.885,320600,90336.115,39.2315603465129
"201",234906.714783795,362100,127193.285216205,54.1462960449095
"202",235675.795,362800,127124.205,53.9402890313789
"203",208358.535,320300,111941.465,53.7254041453114
"204",193024.794509925,299800,106775.205490075,55.3168341720912
"205",300082.44935352,442100,142017.55064648,47.3261768398766
"206",400352.485,612600,212247.515,53.0151611273251
"207",210549.07,409900,199350.93,94.6814583412788
"208",388345.09806499,578400,190054.90193501,48.9396938140839
"209",374281.322818265,598300,224018.677181735,59.8530205821969
"210",293304.413875885,585500,292195.586124115,99.6219532678975
"211",210162.505,346900,136737.495,65.0627451361983
"212",255871.42805143,366600,110728.57194857,43.2750826428004
"213",277811.38,441600,163788.62,58.9567713172873
"214",252818.30134432,367900,115081.69865568,45.5195284691622
"215",184520.36,299100,114579.64,62.0959334785603
"216",278584.510644275,445800,167215.489355725,60.0232543327733
"217",278584.51412336,462800,184215.48587664,66.1255297898818
"218",209389.37912336,1000001,790611.62087664,NA
"219",314792.773375575,503100,188307.226624425,59.8194248886896
"220",623350.43988319,918700,295349.56011681,47.3809820639825
"221",376622.77781961,565400,188777.22218039,50.1236869616017
"222",278842.22,407000,128157.78,45.9606798425288
"223",364401.94,542100,177698.06,48.7643013097021
"224",359763.16,512600,152836.84,42.4826266258057
"225",203590.899098015,225209.682896467,21618.7837984518,10.6187378189454
"226",203590.900901985,225209.682896467,21618.7819944818,10.6187368387793
"227",251396.105,386900,135503.895,53.9005546645203
"228",137745.995,225400,87654.005,63.6345216425349
"229",276136.265,391000,114863.735,41.5967583975252
"230",265956.72,423200,157243.28,59.1236348530693
"231",310927.115,470700,159772.885,51.3859606615524
"232",357314.915,539900,182585.085,51.0992061442495
"233",418936.828154305,615300,196363.171845695,46.8717855889646
"234",286116.96302568,483000,196883.03697432,68.8120812175156
"235",250099.62758269,388500,138400.37241731,55.3380961639181
"236",283996.41149557,429900,145903.58850443,51.3751521493101
"237",296450.67272478,436300,139849.32727522,47.1745690403792
"238",NA,225209.682896467,225209.682896467,NA
"239",213512.735,291400,77887.265,36.4789786426557
"240",206812.275,291300,84487.725,40.8523744540792
"241",200369.525,244900,44530.475,22.2241755576353
"242",191865.095,258000,66134.905,34.4694823203772
"243",236320.07,291100,54779.93,23.1803968236807
"244",125633.625,176800,51166.375,40.7266565778071
"245",209389.375,299100,89710.625,42.8439241484913
"246",180139.29,208200,28060.71,15.5772291541729
"247",147667.83,236400,88732.17,60.0890322557052
"248",337600.096778625,372300,34699.903221375,10.2784044058283
"249",225582.84674504,360600,135017.15325496,59.8525797520235
"250",47547.4965591455,204200,156652.503440854,NA
"251",212741.369153805,301700,88958.630846195,41.8153888921721
"252",145735.005,175000,29264.995,20.080964762035
"253",187870.59,217900,30029.41,15.9840930930168
"254",208615.13272364,280600,71984.86727636,34.5060621137782
"255",208487.39,259900,51412.61,24.6598175553927
"256",199338.685,278600,79261.315,39.7621339781588
"257",125247.055399877,133100,7852.94460012349,6.26996345347312
"258",239926.411553725,372500,132573.588446275,55.2559376801202
"259",214408.83055337,365500,151091.16944663,70.468725125116
"260",184391.505,319100,134708.495,73.0556947295376
"261",186066.622705955,327800,141733.377294045,76.1734561700672
"262",196764.346749215,366400,169635.653250785,86.2125969736749
"263",149342.942551755,313300,163957.057448245,109.785607975031
"264",795594.47426577,1000001,204406.52573423,25.6923008323896
"265",792715.96,1000001,207285.04,26.1487153607958
"266",986385.025,1000001,13615.975,1.38039149570422
"267",808307.415,1000001,191693.585,23.715430718893
"268",770037.48,1000001,229963.52,29.8639385708862
"269",NA,225209.682896467,225209.682896467,NA
"270",148569.815,227300,78730.185,52.992046197271
"271",174469.66510351,255100,80630.33489649,46.2145295279001
"272",174083.105,306400,132316.895,76.0078900247097
"273",154883.716313895,215100,60216.283686105,38.8783825176739
"274",166738.37,240000,73261.63,43.9380749613901
"275",181677.33884398,284900,103222.66115602,56.8164757436617
"276",202560.06,266300,63739.94,31.4671806475571
"277",197413.98147294,331700,134286.01852706,68.0225470988066
"278",202431.205,332500,130068.795,64.2533323851923
"279",164691.339396095,299400,134708.660603905,81.7946232618344
"280",148440.954459235,228200,79759.045540765,53.7311591880585
"281",180139.29,249600,69460.71,38.5594447496712
"282",248690.15,378400,129709.85,52.1572124991681
"283",244824.5,410000,165175.5,67.4668997588068
"284",150389.61689843,201400,51010.38310157,33.9188197653441
"285",199982.96,249400,49417.04,24.7106253452794
"286",20230.2356313895,28100,7869.7643686105,38.9010020051356
"287",20230.2349355725,22000,1769.7650644275,8.74811918924171
"288",184262.65,277200,92937.35,50.4374326538775
"289",202431.205,248700,46268.795,22.8565526742777
"290",224207.7,290000,65792.3,29.3443534722492
"291",232196.71,360700,128503.29,55.3424249637301
"292",231681.29,344800,113118.71,48.8251381887592
"293",184778.07,271000,86221.93,46.66242590368
"294",53217.115,119800,66582.885,125.115547883421
"295",233871.825,289400,55528.175,23.7429946937815
"296",214157.01,327500,113342.99,52.9251832569011
"297",46903.22,102400,55496.78,118.321897728983
"298",110042.17,33100,-76942.17,-69.9206222487252
"299",64169.79,89200,25030.21,39.0062208400557
"300",217249.53,319500,102250.47,47.0659107985182
"301",220986.325,338300,117313.675,53.0863957305955
"302",184133.795,253500,69366.205,37.671631652408
"303",224465.41,322500,98034.59,43.6746980303112
"304",192251.66,252200,59948.34,31.1822223017476
"305",156429.97,172700,16270.03,10.4008394299379
"306",247015.035,365900,118884.965,48.1286351658716
"307",320350.47932899,433000,112649.52067101,35.1644614070711
"308",313250.57733342,366300,53049.42266658,16.9351396310804
"309",169702.035,266400,96697.965,56.9810285421739
"310",289150.6251542,407300,118149.3748458,40.8608401876332
"311",289150.609047325,382000,92849.390952675,32.1110826149007
"312",248947.86,372000,123052.14,49.4288804089338
"313",290696.8851542,396500,105803.1148458,36.3963703256321
"314",331038.885222925,444900,113861.114777075,34.3950876648221
"315",392270.6994,515200,122929.3006,31.3378747859647
"316",361051.71,497500,136448.29,37.7918969003083
"317",292236.997868715,402500,110263.002131285,37.7306785025282
"318",256550.305,357900,101349.695,39.5048039408879
"319",296108.78458809,438500,142391.21541191,48.0874674522024
"320",366077.055,470700,104622.945,28.579487179277
"321",240443.43,316700,76256.57,31.7149734555026
"322",262219.925,424700,162480.075,61.9632833012213
"323",322395.209613435,390500,68104.790386565,21.1246285167281
"324",322395.19376427,450200,127804.80623573,39.6422802534639
"325",234000.68,348600,114599.32,48.9739260586764
"326",247530.455,361500,113969.545,46.0426354405562
"327",233614.115,330500,96885.885,41.4726160703089
"328",48191.77,332700,284508.23,NA
"329",321235.515,443500,122264.485,38.0606997952888
"330",337600.1,463500,125899.9,37.2926133611927
"331",374551.21000233,576700,202148.78999767,53.9709349747962
"332",267116.415,357200,90083.585,33.7244661658101
"333",373320.80040917,547200,173879.19959083,46.5763491882192
"334",259642.825,390800,131157.175,50.5144615492456
"335",232454.42,359800,127345.58,54.7830323037093
"336",147925.54,160000,12074.46,8.16252555170662
"337",207454.15149303,295000,87545.84850697,42.200094756798
"338",232067.855,357800,125732.145,54.1790438835228
"339",198823.265,248000,49176.735,24.7338936919681
"340",184906.925,197900,12993.075,7.02681903341369
"341",183876.085,289800,105923.915,57.6061400263117
"342",172665.7,245300,72634.3,42.066432418251
"343",216089.835,316400,100310.165,46.4205847535586
"344",216476.4,339300,122823.6,56.7376397611933
"345",192362.306628805,280800,88437.693371195,45.974544036764
"346",202422.32147859,283000,80577.67852141,39.8067159455696
"347",208873.955644275,294000,85126.044355725,40.7547432580344
"348",217762.11132435,295900,78137.88867565,35.8822240473532
"349",169830.89,205600,35769.11,21.0616042817652
"350",216347.550540765,339900,123552.449459235,57.108319068283
"351",240185.72,357500,117314.28,48.8431535396859
"352",334121.015,531900,197778.985,59.1938178447111
"353",233873.48362156,361000,127126.51637844,54.3569601862811
"354",242247.4,357100,114852.6,47.4112828455537
"355",238666.24070778,350500,111833.75929222,46.8578040030169
"356",198952.114459235,298400,99447.885540765,49.9858399650946
"357",199791.634678595,219100,19308.365321405,9.66425113467157
"358",277038.24948458,464200,187161.75051542,67.5580902144841
"359",277038.23866076,376500,99461.76133924,35.9018169549632
"360",245339.925798475,379800,134460.074201525,54.805622755414
"361",251911.534921835,376700,124788.465078165,49.5366220990576
"362",446216.43350193,629600,183383.56649807,41.0974479489395
"363",217893.805,279800,61906.195,28.4111771787178
"364",282063.60453527,431400,149336.39546473,52.9442271401082
"365",431664.24613435,605800,174135.75386565,40.3405552869098
"366",277956.339684465,374300,96343.660315535,34.6614365496768
"367",350485.6,481400,130914.4,37.3522906504575
"368",476634.645,653100,176465.355,37.0231910019885
"369",247287.160910835,356000,108712.839089165,43.9621849710038
"370",319152.599824855,474300,155147.400175145,48.6122940124213
"371",215058.995,315000,99941.005,46.4714368259742
"372",405377.83,558100,152722.17,37.6740311624836
"373",19714.815,28300,8585.185,43.5468707162608
"374",22034.205,19200,-2834.205,-12.8627513450111
"375",181298.985,240700,59401.015,32.7641188945432
"376",200627.235,280900,80272.765,40.0109013115791
"377",191220.82,287500,96279.18,50.3497370213139
"378",36208.255,15800,-20408.255,-56.3635419602519
"379",198694.41,322100,123405.59,62.1082344490718
"380",290696.88,356600,65903.12,22.6707352345852
"381",254607.98415963,396600,141992.01584037,55.7688779120713
"382",357701.48,496400,138698.52,38.7749360164794
"383",210806.78,123500,-87306.78,-41.4155465018725
"384",202817.77,305600,102782.23,50.6771324820305
"385",199338.685,268700,69361.315,34.7957121318423
"386",251396.105,355000,103603.895,41.2114161434601
"387",279486.495,417300,137813.505,49.3095399833183
"388",222274.875,377000,154725.125,69.6098130749146
"389",95996.972886778,281500,185503.027113222,193.238413186227
"390",95996.97319603,81300,-14696.97319603,-15.309829786006
"391",139672.79757501,195600,55927.20242499,40.041585330855
"392",244477.668598945,339300,94822.331401055,38.7856821215875
"393",233485.26,343100,109614.74,46.9471777361877
"394",264797.025,391600,126802.975,47.8868578678329
"395",245726.485,343900,98173.515,39.9523539353114
"396",228717.625,342200,113482.375,49.6168036897025
"397",252040.37304183,371600,119559.62695817,47.4366965558836
"398",227557.93541191,345800,118242.06458809,51.9613013600498
"399",225625.105,334100,108474.895,48.0774934154601
"400",200111.815,356900,156788.185,78.3502888122823
"401",235289.23,340300,105010.77,44.6305043371513
"402",84013.46,165500,81486.54,96.9922438618764
"403",234258.39,328400,94141.61,40.1870814530912
"404",231552.435,304400,72847.565,31.4605048312275
"405",264281.605,412200,147918.395,55.9699926901836
"406",223305.715,304900,81594.285,36.539273076822
"407",218538.08,275400,56861.92,26.0192274042126
"408",241603.125,321400,79796.875,33.0280806591388
"409",226023.488451745,306300,80276.511548255,35.5168890181047
"410",292243.14,401500,109256.86,37.3856029606033
"411",229233.045,347400,118166.955,51.5488310160518
"412",289794.900540765,335000,45205.099459235,15.5989975582321
"413",263243.364213075,444500,181256.635786925,68.8551585445519
"414",516708.554252215,675600,158891.445747785,30.7506900050714
"415",295206.805,440500,145293.195,49.2174274234634
"416",301262.961780755,464600,163337.038219245,54.2174309293666
"417",225683.489071645,370100,144416.510928355,63.9907294602791
"418",373421.79,488600,115178.21,30.8439981501883
"419",155656.84,209000,53343.16,34.2697179256626
"420",329427.305788615,529500,200072.694211385,60.7334882979514
"421",515892.824789215,766300,250407.175210785,48.5386039848678
"422",615926.9,818200,202273.1,32.8404393443443
"423",344815.98,527600,182784.02,53.0091499819701
"424",1129134.66530258,1000001,-129133.66530258,-11.4365158798818
"425",400223.63,620400,220176.37,55.013335919221
"426",266858.705,383500,116641.295,43.709008855454
"427",348555.53919746,617200,268644.46080254,77.0736455432861
"428",369552.588111925,601700,232147.411888075,62.8185052292924
"429",315694.75,479300,163605.25,51.8238741695895
"430",358732.32,569300,210567.68,58.6977164477402
"431",279615.35,406000,126384.65,45.1994677688474
"432",366077.055,576900,210822.945,57.5897730055766
"433",383654.475188565,528300,144645.524811435,37.7020298643309
"434",272012.905,475000,202987.095,74.6240679279536
"435",290310.315,415700,125389.685,43.191605162221
"436",414913.1,595400,180486.9,43.4999280572245
"437",272270.615,652600,380329.385,139.688003055343
"438",396229.125,589300,193070.875,48.727078051115
"439",554574.128861295,676100,121525.871138705,21.9133682611977
"440",502147.935,634600,132452.065,26.3771004056802
"441",435272.19,630600,195327.81,44.8748655410308
"442",233742.97,362400,128657.03,55.0420960253906
"443",271755.20505069,406900,135144.79494931,49.7303427634815
"444",317422.351893715,468500,151077.648106285,47.5951511306524
"445",322121.305632455,441700,119578.694367545,37.1222555840457
"446",322008.646417405,457900,135891.353582595,42.2011505263884
"447",486169.90366076,895100,408930.09633924,84.1125897057963
"448",486143.06651449,528300,42156.93348551,8.67171340892784
"449",358705.64753042,567000,208294.35246958,58.0683225657649
"450",359247.74541191,468500,109252.25458809,30.4113960305645
"451",396366.74110916,613100,216733.25889084,54.6799810408793
"452",1288532.1999703,1000001,-288531.1999703,-22.3922382364174
"453",460423.01397752,646800,186376.98602248,40.4795113112178
"454",390044.085,580000,189955.915,48.7011397698801
"455",752991.733581135,787200,34208.266418865,4.5429803400596
"456",751846.301541085,1000001,248154.698458915,33.0060409887318
"457",1144243.1917351,1000001,-144242.191735105,-12.605903428307
"458",773387.71,1000001,226613.29,29.3013823558174
"459",471867.01,826100,354232.99,75.0705140416576
"460",582038.035,881800,299761.965,51.5021264890361
"461",956361.81,1000001,43639.1899999999,4.56304188892695
"462",615540.335,1000001,384460.665,62.4590531504324
"463",431918.277452955,616600,184681.722547045,42.7584874703897
"464",390946.07,624800,233853.93,59.8174397814
"465",474186.4,898800,424613.6,89.5457145122677
"466",306932.61,598100,291167.39,94.8636216920711
"467",526630.385,801700,275069.615,52.2320061346251
"468",391203.783221375,669300,278096.216778625,71.0873025021988
"469",373808.355,765900,392091.645,104.891086503404
"470",425479.21,894600,469120.79,110.257041701285
"471",402669.42288935,631200,228530.57711065,56.7538939189451
"472",432823.945,590200,157376.055,36.3602930979246
"473",487587.32,695700,208112.68,42.682135376285
"474",378447.135,650600,272152.865,71.9130467191937
"475",401512.18,628000,226487.82,56.4087047122705
"476",328580.25,528800,200219.75,60.9348096850008
"477",323039.485,655500,332460.515,102.91637104362
"478",279228.785,514000,234771.215,84.0784430587985
"479",642342.175,656900,14557.825,2.26636605326436
"480",230779.305,469200,238420.695,103.311124452862
"481",276007.41,443300,167292.59,60.6116299558769
"482",394940.575,695000,300059.425,75.9758414288023
"483",164290.12603084,594800,430509.87396916,NA
"484",308865.435,536500,227634.565,73.7002393938966
"485",181427.84,277300,95872.16,52.8431358715399
"486",209518.23,345100,135581.77,64.7112043663217
"487",214028.155,330100,116071.845,54.2320448447542
"488",226269.38,355400,129130.62,57.0694187609477
"489",131819.683598775,192500,60680.316401225,46.0328190332486
"490",295076.610294565,384400,89323.389705435,30.2712538334592
"491",298299.325,415200,116900.675,39.1890511317784
"492",342367.735,467200,124832.265,36.461457152205
"493",258096.565,346400,88303.435,34.2133321301661
"494",160166.765,256400,96233.235,60.0831483360484
"495",209002.81,330200,121197.19,57.9883064730086
"496",205781.435,297900,92118.565,44.7652457083896
"497",259771.687344735,374400,114628.312655265,44.1265612226421
"498",175886.97861646,283100,107213.02138354,60.9556331155868
"499",202560.06,333400,130839.94,64.5931581971293
"500",170475.165,281900,111424.835,65.3613299039775
"501",205008.305,346600,141591.695,69.0663214839028
"502",299202.131450625,515800,216597.868549375,72.3918200379259
"503",258354.275,350400,92045.725,35.6277150823225
"504",131432.096778625,321900,190467.903221375,144.91734354827
"505",131432.10283481,119000,-12432.10283481,-9.45895452227167
"506",75198.3188846365,318300,243101.681115363,NA
"507",358084.060932255,505400,147315.939067745,41.1400436769553
"508",382957.06,563500,180542.94,47.1444344177909
"509",336568.54717414,539100,202531.45282586,60.1753950350775
"510",241731.98,291600,49868.02,20.6294673960806
"511",220342.05,344400,124057.95,56.3024397748863
"512",231939,307800,75861,32.7073066625276
"513",293660.545,396500,102839.455,35.0198406803338
"514",397904.229562745,551200,153295.770437255,38.5257956683976
"515",337341.931147345,497700,160358.068852655,47.5357653604625
"516",263464.26253011,352400,88935.73746989,33.7562812564478
"517",327291.697551755,399100,71808.302448245,21.9401539927208
"518",349068.195,548800,199731.805,57.2185629802222
"519",354895.599622615,467100,112204.400377385,31.6161712054755
"520",194957.960460255,338600,143642.039539745,73.6784685275924
"521",300876.425,417500,116623.575,38.7612871297577
"522",143931.035,215300,71368.965,49.5855289305743
"523",213512.735,323500,109987.265,51.5132106757004
"524",351386.123397735,498500,147113.876602265,41.8667291638453
"525",395198.285,614000,218801.715,55.3650466878924
"526",293531.69,370300,76768.31,26.1533294752604
"527",244695.645,340900,96204.355,39.315924482432
"528",299716.73,422500,122783.27,40.9664385434874
"529",219826.63,284200,64373.37,29.2836996136455
"530",199338.685,283000,83661.315,41.9694325765217
"531",228846.482190535,349700,120853.517809465,52.8098647847441
"532",202690.03371911,279300,76609.96628089,37.7966123322358
"533",179495.015,239200,59704.985,33.2627538430524
"534",174469.67,276000,101530.33,58.1936848966356
"535",161728.47342595,174000,12271.52657405,7.58773412875173
"536",267303.5846188,377000,109696.4153812,41.0381385411039
"537",312086.81,458800,146713.19,47.010378298269
"538",211322.2,334600,123277.8,58.3364170920045
"539",268276.11,362000,93723.89,34.9356079451129
"540",251396.105,437900,186503.895,74.1872651527357
"541",357572.625,550900,193327.375,54.0666039521342
"542",152690.880479015,246500,93809.119520985,61.4372772143898
"543",291985.43,441400,149414.57,51.1719266266128
"544",334378.73298901,463800,129421.26701099,38.70499354253
"545",334378.71933038,380600,46221.28066962,13.8230329855266
"546",235160.375,361000,125839.625,53.512257326516
"547",330384.22,418000,87615.78,26.5193597926681
